"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def"
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.4285714285714285,0.5714285714285714,9.522
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3,0.2,6.23
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"N",0.5,0.25,5.526
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CAÑAVERAL","(1995.0, 2000.0]",1,"N",0.8,0,6.444
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","D","CASAS DE DON PEDRO","(1995.0, 2000.0]",0,"S",0,0.1111111111111111,7.072
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.125,0.25,8.574
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","MORALEJA","(1995.0, 2000.0]",0,"N",0.3333333333333333,0.6666666666666666,6.008
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","D","CORIA","(1990.0, 1995.0]",1,"N",0.4,0.1,6.611
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","SANTA AMALIA","(1985.0, 1990.0]",1,"S",0.5,0.375,6.46
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","ACEITUNA","(1990.0, 1995.0]",1,"N",0.8888888888888888,0.1111111111111111,6.46
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.625,0,5.38
"GRADO EN EDIFICACIÓN","2014-15","0","EXT","Selectividad","H","VILLAR DEL PEDROSO","(1995.0, 2000.0]",0,"N",0.3,0,7.806
"GRADO EN EDIFICACIÓN","2014-15","0","EXT","Selectividad","H","MÉRIDA","(1995.0, 2000.0]",1,"S",0.375,0.25,6.718
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.6,0.1,6.596
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5714285714285714,0.4285714285714285,6.47
"GRADO EN EDIFICACIÓN","2015-16","1","JUN","Selectividad","H","CASAS DE DON PEDRO","(1995.0, 2000.0]",0,"S",0.5555555555555556,0.1111111111111111,7.974
"GRADO EN EDIFICACIÓN","2015-16","0","JUN","Selectividad","D","ACEUCHAL","(1995.0, 2000.0]",0,"S",0.1666666666666666,0.8333333333333334,7.978
"GRADO EN EDIFICACIÓN","2015-16","1","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",1,"N",0.6,0,5.09
"GRADO EN EDIFICACIÓN","2015-16","1","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",1,"N",0.1428571428571428,0.4285714285714285,5.206
"GRADO EN EDIFICACIÓN","2015-16","0","EXT","Selectividad","H","TALAYUELA","(1995.0, 2000.0]",0,"S",0.125,0.5,6.75
"GRADO EN EDIFICACIÓN","2015-16","1","SEP","Formación Profesional","H","MALPARTIDA DE CÁCERES","(1985.0, 1990.0]",1,"N",0.375,0.125,5.85
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","SIERRA DE FUENTES","(1995.0, 2000.0]",0,"S",0,0.4444444444444444,8.4
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.125,0.5,9.668
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","TALAYUELA","(1995.0, 2000.0]",0,"S",0,0.625,5.836
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","BÉJAR","(1995.0, 2000.0]",1,"N",0,0.5714285714285714,5.691
"GRADO EN EDIFICACIÓN","2016-17","0","EXT","Selectividad","H","GARROVILLAS DE ALCONÉTAR","(1995.0, 2000.0]",0,"N",0.2,0.1,5.368
"GRADO EN EDIFICACIÓN","2016-17","0","EXT","Selectividad","D","MIAJADAS","(1995.0, 2000.0]",0,"S",0.125,0.625,7.674
"GRADO EN EDIFICACIÓN","2016-17","1","EXT","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.1111111111111111,5.152
"GRADO EN EDIFICACIÓN","2016-17","1","JUN","Selectividad","H","ALCONCHEL","(1995.0, 2000.0]",1,"S",0,0.3333333333333333,5.816
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","RISCO","(1990.0, 1995.0]",1,"S",1,0,7.322
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0,1,9.456
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","PUEBLA DE LA CALZADA","(1990.0, 1995.0]",1,"S",0.6,0,6.974
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","D","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.5,0,6.266
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","CASTILBLANCO","(1990.0, 1995.0]",1,"S",0,0.7142857142857143,7.389
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.822
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.5,0,5.722
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","MADRID","(1985.0, 1990.0]",1,"N",0.8,0,5.02
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.7,0,6
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.6,0,6.368
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Formación Profesional","H","MONTEHERMOSO","(1985.0, 1990.0]",1,"S",1,0,6.82
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.8,0,6.16
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.9,0,5.796
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,6.918
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0.1,5.676
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","TORRE DE MIGUEL SESMERO","(1990.0, 1995.0]",1,"N",0.9,0,5.968
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2,0.1,5.806
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","MONTÁNCHEZ","(1990.0, 1995.0]",1,"S",0.5,0.1,6.536
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.8,0.1,7.11
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2,0.2,6.192
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","ZAFRA","(1990.0, 1995.0]",1,"S",0.2,0,6.49
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.1111111111111111,7.504
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.8571428571428571,0,5.72
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",1,0,5.33
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.9,0,5.04
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","ORELLANA LA VIEJA","(1990.0, 1995.0]",1,"N",1,0,5.206
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","MONTIJO","(1990.0, 1995.0]",1,"S",0.6,0,6.506
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,5.154
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","MADRID","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.144
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","HERGUIJUELA","(1990.0, 1995.0]",1,"S",0,0.5,8.33
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"N",0,0.375,7.482
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","PALENCIA","(1980.0, 1985.0]",0,"N",0.2222222222222222,0.2222222222222222,6.186
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",1,"N",0.75,0.25,5.61
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0,1,8.64
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,7
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.2222222222222222,6.064
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","ALISEDA","(1990.0, 1995.0]",1,"N",0,0.8,5.846
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.494
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.5714285714285714,0.1428571428571428,8.15
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CASAS DE DON PEDRO","(1990.0, 1995.0]",1,"S",0,0.8333333333333334,7.904
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CALERA Y CHOZAS","(1990.0, 1995.0]",1,"S",0.5,0,7.185
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1,0.1,6.454
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","DON BENITO","(1985.0, 1990.0]",1,"S",0.625,0,8.08
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","ZARZA DE ALANGE","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.1111111111111111,6.62
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","VILLAR DE RENA","(1985.0, 1990.0]",1,"S",0.625,0,6.23
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"S",0,1,8.314
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.5,0,5.676
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.2222222222222222,6.178
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.1,5.96
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","GUADALUPE","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,7.778
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MADRID","(1990.0, 1995.0]",1,"S",0.375,0.25,5.872
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","ALCUÉSCAR","(1990.0, 1995.0]",1,"N",0.1,0.2,5.465
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","BARCARROTA","(1990.0, 1995.0]",0,"N",0.25,0.25,9.078
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",1,0,6.068
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","VALENCIA DE ALCÁNTARA","(1990.0, 1995.0]",1,"N",0.7,0.1,5.318
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.2222222222222222,7.046
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,7.278
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.3,0,6.14
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","TALAVERA DE LA REINA","(1990.0, 1995.0]",1,"S",1,0,8.15
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",1,0,6.85
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1985.0, 1990.0]",1,"N",0.9,0,5.53
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"N",0.25,0.0833333333333333,6.704
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","GUAREÑA","(1990.0, 1995.0]",1,"S",0.3,0,6.794
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","ACEUCHAL","(1990.0, 1995.0]",1,"N",0.9,0,5.232
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"N",1,0,5.124
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5,0,6.582
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.7,0,5
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0,0.8333333333333334,11.01
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","MONESTERIO","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.306
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,6.498
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.1,7.982
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.875,0,5.3
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.6,0,6.45
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,6.54
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.5,0,5.96
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3,0.1,6.384
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.1111111111111111,7.808
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.6,0,5.032
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.4,0,5.018
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.4444444444444444,0.2222222222222222,6.24
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,6.324
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","VILLAR DEL REY","(1990.0, 1995.0]",1,"N",1,0,6.978
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1985.0, 1990.0]",1,"N",0.1666666666666666,0.5,5.91
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.6,0,5.25
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.875,0,6.43
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.9,0,5.758
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1990.0, 1995.0]",1,"N",0.2727272727272727,0.2727272727272727,6.814
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.125,0.5,7.31
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.9,0,6.236
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.5,0,5.974
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","SALAMANCA","(1990.0, 1995.0]",1,"N",1,0,6.058
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","ZARZA DE GRANADILLA","(1990.0, 1995.0]",1,"N",0.875,0,5.431
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BIENVENIDA","(1990.0, 1995.0]",1,"S",1,0,6.206
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.8,0,6.182
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.8,0,5.701
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,5.736
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,5.422
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CALERA Y CHOZAS","(1990.0, 1995.0]",1,"N",0.3,0.2,5.257
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","CABEZA DEL BUEY","(1985.0, 1990.0]",0,"N",0,1,7.98
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",1,0,5.464
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",1,"N",0.75,0,5.77
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1985.0, 1990.0]",1,"N",1,0,5.19
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BARCELONA","(1990.0, 1995.0]",1,"N",0.5,0.1,5.378
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.0833333333333333,5.6
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","GUAREÑA","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.4444444444444444,7.514
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0,0.8333333333333334,8.296
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.9,0,5.51
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.7,0,5.604
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.4444444444444444,0.1111111111111111,7.078
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.6,0,6.304
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","CILLEROS","(1990.0, 1995.0]",0,"N",0,1,10.24
